"","text","page","method"
"476","(13/3)",113,"adobe"
"477","1868              1,532t            Sir J.S. Pakington, Bt .     C       790",113,"adobe"
"478","                                    J. Corbett                   L       603",113,"adobe"
"479","1874              1,377             J . Corbett                  L       787",113,"adobe"
"480","                                    Sir J.S. Pakingt.on , Bt.    C       401",113,"adobe"
"481","1880              1,408             J . Corbett                  L       857",113,"adobe"
"482","                                    G.H. All10pp                 C       348",113,"adobe"
"483","                                    E.8 .A. Jones                L         5",113,"adobe"
"484","Petit ion :-",113,"adobe"
"485","         1835 :   Dlsm laed",113,"adobe"
"486","                                                      115",113,"adobe"
"487","",113,"adobe"
"488","                                               DUDLEY [65)",114,"adobe"
"489","Election             Elec:ton             Cardilm                       Party   Votea",114,"adobe"
"490","1832                   670               tSir J. Campbell               L        318",114,"adobe"
"491","                                         tSir H.D .C. St . Paul, St .   C        229",114,"adobe"
"492","[Appointed Attorney-General]",114,"adobe"
"493","1834                   715                T. Hawkes                     C        322",114,"adobe"
"494","(28/2)                                    Sir J. Campbell               L        254",114,"adobe"
"495","1835                   727                T . Hawkes                    C        360",114,"adobe"
"496","                                          J . Forbes                    L        279",114,"adobe"
"497","1837                   844                T.Hawkes                      C        385",114,"adobe"
"498","                                          M.M. Turn1tr                  L        289",114,"adobe"
"499","1841                   971                T . Hawkes                    C        436",114,"adobe"
"500","                                          W.A. Smith                    L        189",114,"adobe"
"501","[ Resignation   I",114,"adobe"
"502","1844                   911•               J. Benbow                     C        388",114,"adobe"
"503","(8/8)                                     W. Rawson                     L         175",114,"adobe"
"504","1847                   791                J. Benbow                     C       Unopp.",114,"adobe"
"505","1852                   912                J. Benbow                     C        400",114,"adobe"
